team,player,player_id,date_of_birth,age_at_kickoff,value_at_kickoff
Mexico,Santiago Gimenez,552955,2001-04-18,25.15,20000000.0
Mexico,Edson Álvarez,401356,1997-10-24,28.63,18000000.0
Mexico,Armando González,837619,2003-04-20,23.14,15000000.0
Mexico,Johan Vásquez,532937,1998-10-22,27.64,13000000.0
Mexico,Julián Quiñones,416090,1997-03-24,29.22,12000000.0
Mexico,Érik Lira,602324,2000-05-08,26.09,12000000.0
Mexico,Álvaro Fidalgo,261503,1997-04-09,29.17,10000000.0
Mexico,Gilberto Mora,1155723,2008-10-14,17.66,10000000.0
Mexico,Marcel Ruiz,597728,2000-10-26,25.62,10000000.0
Mexico,Julián Araujo,513970,2001-08-13,24.83,10000000.0
Mexico,Alexis Vega,424689,1997-11-25,28.54,9000000.0
Mexico,Germán Berterame,401572,1998-11-13,27.58,8500000.0
Mexico,Hirving Lozano,316889,1995-07-30,30.87,8000000.0
Mexico,Obed Vargas,889435,2005-08-05,20.85,8000000.0
Mexico,Luis Chávez,331059,1996-01-15,30.4,7000000.0
Mexico,Orbelín Pineda,334042,1996-03-24,30.21,7000000.0
Mexico,César Montes,387687,1997-02-24,29.29,7000000.0
Mexico,Luis Malagón,423619,1997-03-02,29.28,6500000.0
Mexico,Diego Lainez,371174,2000-06-09,26.0,6500000.0
Mexico,Érick Sánchez,370875,1999-09-27,26.7,6000000.0
Mexico,Rodrigo Huescas,668529,2003-09-18,22.73,6000000.0
Mexico,Efraín Álvarez,504113,2002-06-19,23.98,6000000.0
Mexico,Jesús Orozco Chiquete,915155,2002-02-19,24.31,6000000.0
Mexico,Raúl Rangel,802855,2000-02-25,26.29,6000000.0
Mexico,Roberto Alvarado,353583,1998-09-07,27.76,6000000.0
Mexico,Bryan González,704556,2003-04-10,23.17,6000000.0
South Africa,Lyle Foster,467623,2000-09-03,25.77,10000000.0
South Africa,Bongokuhle Hlongwane,669202,2000-06-20,25.97,3500000.0
South Africa,Siyabonga Ngezana,445610,1997-07-15,28.91,2600000.0
South Africa,Mbekezeli Mbokazi,1378320,2005-09-19,20.73,2500000.0
South Africa,Olwethu Makhanya,1069801,2004-04-30,22.11,2000000.0
South Africa,Samukele Kabini,1175086,2004-03-15,22.24,2000000.0
South Africa,Gift Links,445616,1998-10-02,27.69,1500000.0
South Africa,Lebo Mothiba,427161,1996-01-28,30.37,1500000.0
South Africa,Percy Tau,312239,1994-05-13,32.08,1500000.0
South Africa,Kobamelo Kodisang,390478,1999-08-28,26.79,1500000.0
South Africa,Keagan Dolly,234006,1993-01-22,33.38,1400000.0
South Africa,Shandre Campbell,1159786,2005-07-15,20.91,1000000.0
South Africa,Mohau Nkota,1236525,2004-11-09,21.59,800000.0
South Africa,Puso Dithejane,1151605,2004-07-24,21.88,800000.0
South Africa,Elias Mokwana,968496,1999-09-08,26.76,700000.0
South Africa,Ethan Brooks,829410,2001-11-22,24.55,700000.0
South Africa,Yaya Sithole,401736,1999-03-03,27.27,600000.0
South Africa,Antonio Van Wyk,898140,2002-03-30,24.2,600000.0
South Africa,Yusuf Maart,494384,1995-07-17,30.9,600000.0
South Africa,Luke Le Roux,467616,2000-03-10,26.25,600000.0
South Africa,Thabo Cele,471286,1997-01-15,29.4,400000.0
South Africa,Cafú Phete,388581,1994-04-04,32.19,350000.0
South Africa,Shinga,467610,2000-03-30,26.2,300000.0
South Africa,Aphelele Teto,990590,2003-06-13,23.0,300000.0
South Africa,Lebogang Phiri,253316,1994-11-09,31.59,150000.0
South Korea,Kang-in Lee,557149,2001-02-19,25.31,28000000.0
South Korea,Min-jae Kim,503482,1996-11-15,29.57,25000000.0
South Korea,Heung-min Son,91845,1992-07-08,33.92,17000000.0
South Korea,Hyeon-gyu Oh,639246,2001-04-12,25.16,15000000.0
South Korea,In-beom Hwang,365394,1996-09-20,29.72,8000000.0
South Korea,Hee-chan Hwang,292246,1996-01-26,30.37,8000000.0
South Korea,Jens Castrop,613192,2003-07-29,22.87,6000000.0
South Korea,Young-woo Seol,639414,1998-12-05,27.52,5000000.0
South Korea,Woo-yeong Jeong,297583,1999-09-20,26.72,3500000.0
South Korea,Hyun-jun Yang,853110,2002-05-25,24.05,3000000.0
South Korea,Gue-sung Cho,652537,1998-01-25,28.38,3000000.0
South Korea,Hyun-seok Hong,562948,1999-06-16,26.99,3000000.0
South Korea,Min-hyeok Yang,1004327,2006-04-16,20.15,3000000.0
South Korea,Min-su Kim,1108203,2006-01-19,20.39,2000000.0
South Korea,Jae-sung Lee,314398,1992-08-10,33.83,2000000.0
South Korea,Han-beom Lee,706963,2002-06-17,23.98,1800000.0
South Korea,Sang-bin Jeong,638571,2002-04-01,24.19,1800000.0
South Korea,Dong-gyeong Lee,558086,1997-09-20,28.72,1600000.0
South Korea,Hyun-ju Lee,709166,2003-02-07,23.34,1500000.0
South Korea,Tae-seok Lee,639027,2002-07-28,23.87,1500000.0
South Korea,Jin-gyu Kim,365377,1997-02-24,29.29,1200000.0
South Korea,Seung-hyun Jung,379438,1994-04-03,32.19,1200000.0
South Korea,Hyeok-kyu Kwon,550957,2001-03-13,25.25,1000000.0
South Korea,Bum-keun Song,508237,1997-10-15,28.65,1000000.0
South Korea,Bong-soo Kim,782763,1999-12-26,26.46,1000000.0
South Korea,Min-kyu Song,581977,1999-09-12,26.75,900000.0
Czech Republic,Ladislav Krejčí,345911,1999-04-20,27.14,22000000.0
Czech Republic,Pavel Sulc,500053,2000-12-29,25.45,20000000.0
Czech Republic,Patrik Schick,242086,1996-01-24,30.38,20000000.0
Czech Republic,Lukas Hornicek,629773,2002-07-13,23.91,15000000.0
Czech Republic,Antonín Kinský,725912,2003-03-13,23.25,13000000.0
Czech Republic,Tomáš Souček,283628,1995-02-27,31.29,12000000.0
Czech Republic,Adam Hlozek,552057,2002-07-25,23.88,12000000.0
Czech Republic,Robin Hranac,620217,2000-01-29,26.37,10000000.0
Czech Republic,Martin Vitík,652054,2003-01-21,23.39,10000000.0
Czech Republic,Adam Karabec,652061,2003-07-02,22.94,8000000.0
Czech Republic,Vaclav Cerny,242063,1997-10-17,28.65,8000000.0
Czech Republic,Lukas Provod,292779,1996-10-23,29.63,8000000.0
Czech Republic,Michal Sadílek,321204,1999-05-31,27.03,8000000.0
Czech Republic,Stepan Chaloupek,944827,2003-03-08,23.26,8000000.0
Czech Republic,David Zima,544149,2000-11-08,25.59,7000000.0
Czech Republic,Matej Kovar,550829,2000-05-17,26.07,7000000.0
Czech Republic,Patrik Vydra,655300,2003-06-20,22.98,7000000.0
Czech Republic,Lukas Cerv,611049,2001-04-10,25.17,6000000.0
Czech Republic,Vitezslav Jaros,486604,2001-07-23,24.88,5000000.0
Czech Republic,David Jurásek,500054,2000-08-07,25.84,5000000.0
Czech Republic,Matej Rynes,539197,2001-05-30,25.03,4500000.0
Czech Republic,Tomas Vlcek,534568,2001-02-28,25.28,4500000.0
Czech Republic,Adam Sevinsky,929887,2004-06-19,21.98,4500000.0
Czech Republic,Antonín Barák,272261,1994-12-03,31.52,4500000.0
Czech Republic,Vasil Kusej,396235,2000-05-24,26.05,4500000.0
Czech Republic,Jan Koutny,935447,2004-10-14,21.66,4000000.0
Canada,Alphonso Davies,424204,2000-11-02,25.6,45000000.0
Canada,Jonathan David,533738,2000-01-14,26.41,35000000.0
Canada,Ismaël Koné,921655,2002-06-16,23.99,20000000.0
Canada,Promise David,888785,2001-07-03,24.94,17000000.0
Canada,Tajon Buchanan,638793,1999-02-08,27.34,12000000.0
Canada,Alistair Johnston,637446,1998-10-08,27.67,8000000.0
Canada,Tani Oluwaseyi,972465,2000-05-15,26.07,8000000.0
Canada,Moïse Bombito,1089202,2000-03-30,26.2,8000000.0
Canada,Stephen Eustaquio,512913,1996-12-21,29.47,7000000.0
Canada,Nathan-Dylan Saliba,842420,2004-02-07,22.34,6000000.0
Canada,Jacob Shaffelburg,637632,1999-11-26,26.54,4000000.0
Canada,Marcelo Flores,668495,2003-10-01,22.69,4000000.0
Canada,Niko Sigur,1045375,2003-09-09,22.75,4000000.0
Canada,Daniel Jebbison,746740,2003-08-13,22.83,4000000.0
Canada,Jacen Russell-Rowe,683625,2002-09-13,23.74,3500000.0
Canada,Cyle Larin,343463,1995-04-17,31.15,3500000.0
Canada,Dayne St. Clair,439750,1997-05-09,29.09,3500000.0
Canada,Derek Cornelius,328609,1997-11-25,28.54,3000000.0
Canada,Kamal Miller,487504,1997-05-16,29.07,2500000.0
Canada,Jayden Nelson,635445,2002-09-26,23.71,2500000.0
Canada,Alfie Jones,340990,1997-10-07,28.68,2500000.0
Canada,Joel Waterman,441738,1996-01-24,30.38,2500000.0
Canada,Maxime Crépeau,189014,1994-05-11,32.08,2500000.0
Canada,Theo Corbeanu,568535,2002-05-17,24.07,1800000.0
Canada,Theo Bair,501709,1999-08-27,26.79,1800000.0
Canada,Liam Millar,487417,1999-09-27,26.7,1700000.0
Bosnia and Herzegovina,Ermedin Demirovic,335457,1998-03-25,28.21,22000000.0
Bosnia and Herzegovina,Tarik Muharemović,679423,2003-02-28,23.28,20000000.0
Bosnia and Herzegovina,Amar Dedić,519184,2002-08-18,23.81,15000000.0
Bosnia and Herzegovina,Kerim Alajbegovic,929994,2007-09-21,18.72,15000000.0
Bosnia and Herzegovina,Anel Ahmedhodzic,377468,1999-03-26,27.21,12000000.0
Bosnia and Herzegovina,Sead Kolasinac,94005,1993-06-20,32.97,6000000.0
Bosnia and Herzegovina,Esmir Bajraktarevic,925862,2005-03-10,21.25,5000000.0
Bosnia and Herzegovina,Nikola Vasilj,248454,1995-12-02,30.52,4500000.0
Bosnia and Herzegovina,Benjamin Tahirović,787907,2003-03-03,23.27,4500000.0
Bosnia and Herzegovina,Amar Memić,638990,2001-01-20,25.39,4500000.0
Bosnia and Herzegovina,Amir Hadziahmetovic,293213,1997-03-08,29.26,4200000.0
Bosnia and Herzegovina,Nidal Celik,819566,2006-07-17,19.9,4000000.0
Bosnia and Herzegovina,Adrian Leon Barisic,625206,2001-07-19,24.9,4000000.0
Bosnia and Herzegovina,Rade Krunic,259953,1993-10-07,32.68,4000000.0
Bosnia and Herzegovina,Dennis Hadzikadunic,322065,1998-07-09,27.92,3000000.0
Bosnia and Herzegovina,Haris Tabakovic,203123,1994-06-20,31.98,3000000.0
Bosnia and Herzegovina,Denis Huseinbasic,678479,2001-07-03,24.94,3000000.0
Bosnia and Herzegovina,Stjepan Radeljic,384568,1997-09-05,28.76,2800000.0
Bosnia and Herzegovina,Edin Dzeko,28396,1986-03-17,40.24,2700000.0
Bosnia and Herzegovina,Ifet Djakovac,645880,1997-12-05,28.51,2500000.0
Bosnia and Herzegovina,Jusuf Gazibegovic,393745,2000-03-11,26.25,2500000.0
Bosnia and Herzegovina,Vladan Kovacevic,429070,1998-04-11,28.17,2500000.0
Bosnia and Herzegovina,Armin Gigovic,651269,2002-04-06,24.18,2500000.0
Bosnia and Herzegovina,Ajdin Hasic,522851,2001-10-07,24.68,2500000.0
Bosnia and Herzegovina,Nail Omerovic,797824,2002-10-20,23.64,2500000.0
Bosnia and Herzegovina,Martin Zlomislic,495320,1998-08-16,27.82,2000000.0
Qatar,Akram Afif,336646,1996-11-18,29.56,4500000.0
Qatar,Edmílson Junior,237846,1994-08-19,31.81,3000000.0
Qatar,Guilherme,115382,1991-04-05,35.18,2000000.0
Qatar,Abdelkarim Hassan,171412,1993-08-28,32.79,650000.0
Qatar,Lucas Mendes,83983,1990-07-03,35.94,500000.0
Qatar,Homam Al-Amin,556713,1999-08-25,26.8,500000.0
Qatar,Youssef Ayman,561027,1999-03-21,27.23,375000.0
Qatar,Assim Madibo,336667,1996-10-22,29.63,300000.0
Switzerland,Gregor Kobel,257814,1997-12-06,28.51,40000000.0
Switzerland,Dan Ndoye,365108,2000-10-25,25.63,35000000.0
Switzerland,Johan Manzambi,927353,2005-10-14,20.66,35000000.0
Switzerland,Ardon Jashari,608172,2002-07-30,23.87,30000000.0
Switzerland,Denis Zakaria,334526,1996-11-20,29.56,25000000.0
Switzerland,Manuel Akanji,284730,1995-07-19,30.9,18000000.0
Switzerland,Noah Okafor,346890,2000-05-24,26.05,18000000.0
Switzerland,Breel Embolo,237662,1997-02-14,29.32,12000000.0
Switzerland,Rubén Vargas,345886,1998-08-05,27.85,12000000.0
Switzerland,Bruno Ogbus,863759,2005-12-17,20.48,10000000.0
Switzerland,Luca Jaquez,539798,2003-06-02,23.03,10000000.0
Switzerland,Granit Xhaka,111455,1992-09-27,33.7,10000000.0
Switzerland,Zachary Athekame,990637,2004-12-13,21.49,10000000.0
Switzerland,Sascha Britschgi,932187,2006-08-27,19.79,10000000.0
Switzerland,Alvyn Sanches,583058,2003-02-12,23.33,9000000.0
Switzerland,Zeki Amdouni,548729,2000-12-04,25.52,9000000.0
Switzerland,Nico Elvedi,192635,1996-09-30,29.69,8000000.0
Switzerland,Aurèle Amenda,635645,2003-07-31,22.86,8000000.0
Switzerland,Fabian Rieder,507341,2002-02-16,24.31,8000000.0
Switzerland,Simon Sohm,507486,2001-04-11,25.17,8000000.0
Switzerland,Djibril Sow,212723,1997-02-06,29.34,7500000.0
Switzerland,Alessandro Vogt,987770,2005-02-03,21.35,7000000.0
Switzerland,Marvin Keller,500763,2002-07-03,23.94,7000000.0
Switzerland,Fabian Schär,135343,1991-12-20,34.48,6000000.0
Switzerland,Filip Ugrinic,394236,1999-01-05,27.43,6000000.0
Switzerland,Cheveyo Tsawa,794749,2006-12-09,19.5,5000000.0
Brazil,Vinicius Junior,371998,2000-07-12,25.91,150000000.0
Brazil,Raphinha,411295,1996-12-14,29.49,80000000.0
Brazil,Estêvão,1056993,2007-04-24,19.13,80000000.0
Brazil,João Pedro,626724,2001-09-26,24.71,75000000.0
Brazil,Gabriel,435338,1997-12-19,28.48,75000000.0
Brazil,Bruno Guimarães,520624,1997-11-16,28.57,75000000.0
Brazil,Matheus Cunha,517894,1999-05-27,27.04,70000000.0
Brazil,Murillo,1005649,2002-07-04,23.94,50000000.0
Brazil,Igor Thiago,739443,2001-06-26,24.96,50000000.0
Brazil,Rodrygo,412363,2001-01-09,25.42,50000000.0
Brazil,Andrey Santos,743600,2004-05-03,22.11,45000000.0
Brazil,Gabriel Martinelli,655488,2001-06-18,24.98,45000000.0
Brazil,Antony,602105,2000-02-24,26.29,40000000.0
Brazil,Wesley,964580,2003-09-06,22.76,40000000.0
Brazil,Éderson,607854,1999-07-07,26.93,40000000.0
Brazil,Savinho,743591,2004-04-10,22.17,40000000.0
Brazil,Rayan,1012564,2006-08-03,19.85,40000000.0
Brazil,Vitor Roque,943837,2005-02-28,21.28,38000000.0
Brazil,Evanilson,711337,1999-10-06,26.68,35000000.0
Brazil,João Gomes,735570,2001-02-12,25.33,35000000.0
Brazil,Bremer,516716,1997-03-18,29.23,35000000.0
Brazil,Lucas Paquetá,444523,1997-08-27,28.79,35000000.0
Brazil,Igor Paixão,653610,2000-06-28,25.95,35000000.0
Brazil,Endrick,971570,2006-07-21,19.89,35000000.0
Brazil,Kevin,900195,2003-01-04,23.43,30000000.0
Brazil,Marquinhos,181767,1994-05-14,32.08,30000000.0
Morocco,Achraf Hakimi,398073,1998-11-04,27.6,80000000.0
Morocco,Brahim Díaz,314678,1999-08-03,26.86,35000000.0
Morocco,Bilal El Khannouss,654982,2004-05-10,22.09,32000000.0
Morocco,Ismael Saibari,702869,2001-01-28,25.37,32000000.0
Morocco,Abde Ezzalzouli,724520,2001-12-17,24.48,30000000.0
Morocco,Chemsdine Talbi,743384,2005-05-09,21.09,25000000.0
Morocco,Noussair Mazraoui,340456,1997-11-14,28.57,20000000.0
Morocco,Youssef En-Nesyri,433049,1997-06-01,29.03,20000000.0
Morocco,Nayef Aguerd,361914,1996-03-30,30.2,20000000.0
Morocco,Eliesse Ben Seghir,810895,2005-02-16,21.31,20000000.0
Morocco,Amine Adli,532776,2000-05-10,26.09,20000000.0
Morocco,Neil El Aynaoui,901019,2001-07-02,24.94,20000000.0
Morocco,Hamza Igamane,885445,2002-11-02,23.61,18000000.0
Morocco,Samir El Mourabet,1130514,2005-10-06,20.68,18000000.0
Morocco,Omar El Hilali,822331,2003-09-12,22.75,15000000.0
Morocco,Souffian El Karouani,541134,2000-10-19,25.64,15000000.0
Morocco,Zakaria El Ouahdi,820474,2001-12-31,24.44,15000000.0
Morocco,Oussama Targhalline,667965,2002-05-20,24.06,12000000.0
Morocco,Ilias Akhomach,709969,2004-04-16,22.15,12000000.0
Morocco,Sofyan Amrabat,287579,1996-08-21,29.8,12000000.0
Morocco,Anass Salah-Eddine,485584,2002-01-18,24.39,12000000.0
Morocco,Chadi Riad,689637,2003-06-17,22.98,12000000.0
Morocco,Sofiane Diop,569389,2000-06-09,26.0,12000000.0
Morocco,Abdelhamid Ait Boudlal,1134251,2006-04-16,20.15,10000000.0
Morocco,Gessime Yassine,1151929,2005-11-22,20.55,10000000.0
Morocco,Azzedine Ounahi,593482,2000-04-19,26.14,10000000.0
Haiti,Wilson Isidor,494237,2000-08-27,25.79,18000000.0
Haiti,Jean-Ricner Bellegarde,450050,1998-06-27,27.96,16000000.0
Haiti,Josué Casimir,763182,2001-09-24,24.71,3500000.0
Haiti,Danley Jean Jacques,628834,2000-05-20,26.06,3000000.0
Haiti,Frantzdy Pierrot,492955,1995-03-29,31.2,2500000.0
Haiti,Hannes Delcroix,338635,1999-02-28,27.28,2000000.0
Haiti,Jean-Kévin Duverne,344864,1997-07-12,28.91,2000000.0
Haiti,Carlens Arcus,371686,1996-06-28,29.95,1800000.0
Haiti,Duckens Nazon,345763,1994-04-07,32.18,1600000.0
Haiti,Louicius Deedson,646108,2001-02-11,25.33,1200000.0
Haiti,Derrick Etienne Jr.,354763,1996-11-25,29.54,800000.0
Haiti,Wilguens Paugain,609691,2001-08-24,24.8,600000.0
Haiti,Fafà Picault,216683,1991-02-23,35.3,300000.0
Haiti,Woobens Pacius,919006,2001-05-11,25.08,300000.0
Haiti,Ruben Providence,536520,2001-07-07,24.93,300000.0
Haiti,Jeppe Simonsen,331975,1995-11-21,30.55,150000.0
Haiti,Garissone Innocent,460626,2000-04-16,26.15,100000.0
Haiti,Alexandre Pierre,838947,2001-02-25,25.29,100000.0
Haiti,Ricky Louis,1492796,2004-10-04,21.68,75000.0
Scotland,Scott McTominay,315969,1996-12-08,29.51,45000000.0
Scotland,Billy Gilmour,423744,2001-06-11,25.0,20000000.0
Scotland,Lewis Ferguson,428563,1999-08-24,26.8,18000000.0
Scotland,Ben Gannon-Doak,719673,2005-11-11,20.58,16000000.0
Scotland,Aaron Hickey,591949,2002-06-10,24.0,16000000.0
Scotland,John McGinn,193116,1994-10-18,31.65,15000000.0
Scotland,Andrew Robertson,234803,1994-03-11,32.25,10000000.0
Scotland,Nathan Patterson,424015,2001-10-16,24.65,10000000.0
Scotland,Lennon Miller,924857,2006-08-25,19.79,10000000.0
Scotland,Ryan Christie,188077,1995-02-22,31.3,9000000.0
Scotland,Ché Adams,346779,1996-07-13,29.91,8500000.0
Scotland,Kieran Tierney,300716,1997-06-05,29.02,8000000.0
Scotland,George Hirst,420808,1999-02-15,27.32,8000000.0
Scotland,Kieron Bowie,647280,2002-09-21,23.72,6000000.0
Scotland,Ryan Gauld,193081,1995-12-16,30.49,5000000.0
Scotland,Josh Doig,567129,2002-05-18,24.07,5000000.0
Scotland,Greg Taylor,362562,1997-11-05,28.6,5000000.0
Scotland,Andrew Irving,430310,2000-05-13,26.08,5000000.0
Scotland,Jordan Holsgrove,429309,1999-09-10,26.75,5000000.0
Scotland,Oliver Burke,341317,1997-04-07,29.18,4000000.0
Scotland,Scott McKenna,255906,1996-11-12,29.58,4000000.0
Scotland,Jacob Brown,469958,1998-04-10,28.17,4000000.0
Scotland,David Turnbull,345760,1999-07-10,26.92,3800000.0
Scotland,Ryan Porteous,446093,1999-03-25,27.21,3000000.0
Scotland,John Souttar,235767,1996-09-25,29.71,3000000.0
Scotland,Callum McGregor,120977,1993-06-14,32.99,3000000.0
United States,Christian Pulisic,315779,1998-09-18,27.73,50000000.0
United States,Weston McKennie,332697,1998-08-28,27.79,30000000.0
United States,Malik Tillman,467437,2002-05-28,24.04,30000000.0
United States,Folarin Balogun,503770,2001-07-03,24.94,30000000.0
United States,Tyler Adams,332705,1999-02-14,27.32,25000000.0
United States,Antonee Robinson,349701,1997-08-08,28.84,25000000.0
United States,Chris Richards,578539,2000-03-28,26.2,25000000.0
United States,Ricardo Pepi,627207,2003-01-09,23.42,25000000.0
United States,Johnny Cardoso,689505,2001-09-20,24.72,22000000.0
United States,Noahkai Banks,923945,2006-12-01,19.53,22000000.0
United States,Timothy Weah,370846,2000-02-22,26.3,20000000.0
United States,Josh Sargent,393325,2000-02-20,26.31,20000000.0
United States,Brenden Aaronson,393323,2000-10-22,25.63,18000000.0
United States,Yunus Musah,503991,2002-11-29,23.53,18000000.0
United States,Sergiño Dest,361104,2000-11-03,25.6,18000000.0
United States,Cameron Carter-Vickers,341049,1997-12-31,28.44,10000000.0
United States,Álex Zendejas,351505,1998-02-07,28.34,10000000.0
United States,Tanner Tessmann,670096,2001-09-24,24.71,10000000.0
United States,Caleb Wiley,746833,2004-12-22,21.47,8000000.0
United States,Diego Luna,880626,2003-09-07,22.76,8000000.0
United States,Haji Wright,315291,1998-03-27,28.21,7000000.0
United States,Joe Scally,504153,2002-12-31,23.44,7000000.0
United States,Paxten Aaronson,795738,2003-08-26,22.79,7000000.0
United States,Djordje Mihailovic,484756,1998-11-10,27.58,6500000.0
United States,Auston Trusty,389253,1998-08-12,27.83,6000000.0
United States,Mark McKenzie,429259,1999-02-25,27.29,6000000.0
Paraguay,Diego Gómez,996897,2003-03-27,23.21,25000000.0
Paraguay,Julio Enciso,660867,2004-01-23,22.38,22000000.0
Paraguay,Omar Alderete,353032,1996-12-26,29.46,15000000.0
Paraguay,Mauricio,678439,2001-06-22,24.97,14000000.0
Paraguay,Ramón Sosa,745191,1999-08-31,26.78,10000000.0
Paraguay,Miguel Almirón,272999,1994-02-10,32.33,9000000.0
Paraguay,Isidro Pitta,675178,1999-08-14,26.83,7500000.0
Paraguay,Damián Bobadilla,861852,2001-07-11,24.92,5000000.0
Paraguay,Orlando Gill,643259,2000-06-11,26.0,5000000.0
Paraguay,Diego González,873981,2003-01-07,23.43,5000000.0
Paraguay,Andrés Cubas,323872,1996-05-22,30.05,4000000.0
Paraguay,Gustavo Gómez,215390,1993-05-06,33.1,4000000.0
Paraguay,Diego León,1283997,2007-04-03,19.19,4000000.0
Paraguay,Juan José Cáceres,756494,2000-06-01,26.03,4000000.0
Paraguay,Mathías Villasanti,436385,1997-01-24,29.38,4000000.0
Paraguay,Adam Bareiro,514120,1996-07-26,29.88,4000000.0
Paraguay,Antonio Galeano,491599,2000-03-22,26.22,4000000.0
Paraguay,Braian Ojeda,491596,2000-06-27,25.95,4000000.0
Paraguay,Ronaldo Martínez,567736,1996-04-25,30.13,4000000.0
Paraguay,Fernando Cardozo,491598,2001-02-08,25.34,3500000.0
Paraguay,Robert Morales,832340,1999-03-17,27.24,3500000.0
Paraguay,Enso González,1060740,2005-01-20,21.39,3000000.0
Paraguay,Matías Galarza,661269,2002-02-11,24.33,3000000.0
Paraguay,Matías Segovia,718307,2003-01-04,23.43,3000000.0
Paraguay,Álex Arce,970518,1995-06-16,30.99,3000000.0
Paraguay,Roberto Fernández,491589,2000-06-07,26.01,2800000.0
Australia,Alessandro Circati,867137,2003-10-10,22.67,10000000.0
Australia,Jordan Bos,855731,2002-10-29,23.62,8000000.0
Australia,Nestory Irankunda,956920,2006-02-09,20.33,6000000.0
Australia,Harry Souttar,298091,1998-10-22,27.64,6000000.0
Australia,Riley McGree,428061,1998-11-02,27.61,4000000.0
Australia,Patrick Yazbek,867762,2002-04-05,24.18,3500000.0
Australia,Aiden O'Neill,385918,1998-07-04,27.94,3000000.0
Australia,Mathew Ryan,128969,1992-04-08,34.17,2000000.0
Australia,Connor Metcalfe,522223,1999-11-05,26.6,2000000.0
Australia,Mohamed Touré,742770,2004-03-26,22.21,1700000.0
Australia,Jackson Irvine,192557,1993-03-07,33.26,1500000.0
Australia,Joe Gauci,591844,2000-07-04,25.94,1400000.0
Australia,Kye Rowles,399990,1998-06-24,27.96,1200000.0
Australia,Cammy Devlin,399162,1998-06-07,28.01,1200000.0
Australia,Lewis Miller,603864,2000-08-24,25.8,1000000.0
Australia,Kai Trewin,691326,2001-05-18,25.07,1000000.0
Australia,Alex Bonetig,1013240,2002-08-20,23.81,1000000.0
Australia,Max Balard,849428,2000-11-20,25.56,1000000.0
Australia,Patrick Beach,983578,2003-08-06,22.85,900000.0
Australia,Luka Jovanovic,1038441,2005-05-20,21.06,900000.0
Australia,Brad Smith,175745,1994-04-09,32.17,850000.0
Australia,Craig Goodwin,214798,1991-12-16,34.49,800000.0
Australia,Jake Girdwood-Reich,867761,2004-05-26,22.04,800000.0
Australia,Callum Elder,271997,1995-01-27,31.37,800000.0
Australia,Marco Tilio,565531,2001-08-23,24.8,800000.0
Australia,Gianni Stensness,627472,1999-02-07,27.34,800000.0
Germany,Jamal Musiala,580195,2003-02-26,23.29,120000000.0
Germany,Florian Wirtz,598577,2003-05-03,23.11,110000000.0
Germany,Aleksandar Pavlovic,792380,2004-05-03,22.11,75000000.0
Germany,Nick Woltemade,455661,2002-02-14,24.32,65000000.0
Germany,Lennart Karl,1075147,2008-02-22,18.3,60000000.0
Germany,Nico Schlotterbeck,388198,1999-12-01,26.53,55000000.0
Germany,Karim Adeyemi,496094,2002-01-18,24.39,50000000.0
Germany,Kai Havertz,309400,1999-06-11,27.0,50000000.0
Germany,Felix Nmecha,406640,2000-10-10,25.67,50000000.0
Germany,Angelo Stiller,443710,2001-04-04,25.19,45000000.0
Germany,Malick Thiaw,521964,2001-08-08,24.84,45000000.0
Germany,Maximilian Beier,578392,2002-10-17,23.65,40000000.0
Germany,Yann Bisseck,441986,2000-11-29,25.53,40000000.0
Germany,Jamie Leweling,518505,2001-02-26,25.29,40000000.0
Germany,Joshua Kimmich,161056,1995-02-08,31.34,40000000.0
Germany,Tom Bischof,822959,2005-06-28,20.95,40000000.0
Germany,Jonathan Burkardt,333647,2000-07-11,25.92,35000000.0
Germany,Nathaniel Brown,691892,2003-06-16,22.99,35000000.0
Germany,Kevin Schade,473050,2001-11-27,24.54,35000000.0
Germany,Said El Mala,1168219,2006-08-26,19.79,35000000.0
Germany,Finn Jeltsch,924117,2006-07-17,19.9,30000000.0
Germany,Jonathan Tah,196357,1996-02-11,30.33,30000000.0
Germany,Brajan Gruda,700106,2004-05-31,22.03,28000000.0
Germany,Assan Ouédraogo,897424,2006-05-09,20.09,28000000.0
Germany,Anton Stach,344069,1998-11-15,27.57,25000000.0
Germany,Deniz Undav,339314,1996-07-19,29.89,22000000.0
Curacao,Armando Obispo,339337,1999-03-05,27.27,4000000.0
Curacao,Sontje Hansen,485582,2002-05-18,24.07,3000000.0
Curacao,Juninho Bacuna,348863,1997-08-07,28.84,2200000.0
Curacao,Riechedly Bazoer,216443,1996-10-12,29.66,2200000.0
Curacao,Tommy St. Jago,458734,2000-01-03,26.44,1700000.0
Curacao,Shurandy Sambo,412937,2001-08-19,24.81,1500000.0
Curacao,Ar'jany Martha,572519,2003-09-04,22.77,1200000.0
Curacao,Joshua Brenet,207006,1994-03-20,32.23,1200000.0
Curacao,Deveron Fonville,708989,2003-05-16,23.07,1000000.0
Curacao,Nigel Robertha,315280,1998-02-13,28.32,1000000.0
Curacao,Leandro Bacuna,126014,1991-08-21,34.81,900000.0
Curacao,Xander Severina,778540,2001-04-12,25.16,800000.0
Curacao,Jeremy Antonisse,594273,2002-03-29,24.2,800000.0
Curacao,Sherel Floranus,315211,1998-08-23,27.8,800000.0
