team,player,player_id,date_of_birth,age_at_kickoff,value_at_kickoff
Senegal,Ousmane Diao,1099668,2004-06-08,22.01,8000000.0
Senegal,Ismail Jakobs,375137,1999-08-17,26.82,8000000.0
Senegal,Pape Demba Diop,949113,2003-09-04,22.77,8000000.0
Senegal,Ousseynou Niang,509463,2001-10-12,24.66,7500000.0
Senegal,Boulaye Dia,626913,1996-11-16,29.57,7000000.0
Senegal,Issa Soumaré,568698,2000-10-10,25.67,7000000.0
Senegal,Sadio Mané,200512,1992-04-10,34.17,7000000.0
Senegal,Yehvann Diouf,448632,1999-11-16,26.57,7000000.0
Senegal,Rassoul Ndiaye,662242,2001-12-11,24.5,7000000.0
Senegal,Abdoulaye Ndiaye,673514,2002-04-10,24.17,6500000.0
Iraq,Montader Madjed,850132,2005-04-24,21.13,3000000.0
Iraq,Ali Al-Hamadi,610581,2002-03-01,24.28,2000000.0
Iraq,Zidane Iqbal,686845,2003-04-27,23.12,1500000.0
Iraq,Aimar Sher,579294,2002-12-20,23.47,1300000.0
Iraq,Merchas Doski,530527,1999-12-07,26.51,1000000.0
Iraq,Amir Al-Ammari,303766,1997-07-27,28.87,850000.0
Iraq,Danilo Al-Saed,866082,1999-02-24,27.29,700000.0
Iraq,Kevin Yakob,413268,2000-10-10,25.67,600000.0
Iraq,Ali Jasim,877672,2004-01-20,22.39,550000.0
Iraq,Frans Putros,166460,1993-07-14,32.91,400000.0
Iraq,Jussef Nasrawe,1086701,2007-03-22,19.22,400000.0
Iraq,Mohanad Ali,589646,2000-06-20,25.97,350000.0
Iraq,Charbel Shamoon,1112869,2004-02-10,22.33,350000.0
Iraq,Haydeer Abdulkareem,1032334,2004-08-07,21.84,300000.0
Iraq,Ali Faez,298417,1994-09-09,31.75,300000.0
Iraq,Hussein Ali,585325,2002-03-01,24.28,300000.0
Iraq,Peter Gwargis,430824,2000-09-04,25.77,250000.0
Iraq,Amin Al-Hamawi,1016375,2003-12-17,22.48,250000.0
Iraq,Osama Rashid,95429,1992-01-13,34.41,200000.0
Norway,Erling Haaland,418560,2000-07-21,25.89,200000000.0
Norway,Martin Ødegaard,316264,1998-12-17,27.48,65000000.0
Norway,Jørgen Strand Larsen,429983,2000-02-06,26.34,45000000.0
Norway,Antonio Nusa,894914,2005-04-17,21.15,32000000.0
Norway,Oscar Bobb,661207,2003-07-12,22.92,30000000.0
Norway,Sander Berge,333014,1998-02-14,28.32,25000000.0
Norway,Julian Ryerson,370789,1997-11-17,28.56,25000000.0
Norway,Andreas Schjelderup,670103,2004-06-01,22.03,20000000.0
Norway,Alexander Sørloth,238407,1995-12-05,30.52,20000000.0
Norway,Kristoffer Ajer,328658,1998-04-17,28.15,18000000.0
Norway,Fredrik Aursnes,223367,1995-12-10,30.5,17000000.0
Norway,Sverre Nypan,911736,2006-12-19,19.48,15000000.0
Norway,Torbjørn Heggem,464469,1999-01-12,27.41,14000000.0
Norway,Jens Petter Hauge,422355,1999-10-12,26.66,12000000.0
Norway,Fredrik Sjøvold,912959,2003-08-17,22.82,10000000.0
Norway,David Møller Wolfe,661427,2002-04-23,24.13,10000000.0
Norway,Kristian Thorstvedt,564785,1999-03-13,27.25,10000000.0
Norway,Leo Østigård,367284,1999-11-28,26.54,10000000.0
Norway,Patrick Berg,308439,1997-11-24,28.54,8000000.0
Norway,Eivind Helland,1129198,2005-04-25,21.13,7000000.0
Norway,Jens Hjertø-Dahl,923535,2005-10-31,20.61,7000000.0
Norway,Edvin Austbø,980787,2005-05-01,21.11,7000000.0
Norway,Sondre Ørjasæter,1002305,2003-11-28,22.54,6000000.0
Norway,Jonatan Braut Brunes,435587,2000-08-07,25.84,6000000.0
Norway,Marius Broholm,903359,2004-12-26,21.46,6000000.0
Norway,Sebastian Sebulonsen,592387,2000-01-27,26.37,5500000.0
Argentina,Julián Alvarez,576024,2000-01-31,26.36,90000000.0
Argentina,Enzo Fernández,648195,2001-01-17,25.4,90000000.0
Argentina,Lautaro Martínez,406625,1997-08-22,28.8,85000000.0
Argentina,Alexis Mac Allister,534033,1998-12-24,27.46,80000000.0
Argentina,Nico Paz,948294,2004-09-08,21.75,65000000.0
Argentina,Cristian Romero,355915,1998-04-27,28.12,50000000.0
Argentina,Franco Mastantuono,1057316,2007-08-14,18.83,45000000.0
Argentina,Alejandro Garnacho,811779,2004-07-01,21.94,40000000.0
Argentina,Giuliano Simeone,742201,2002-12-18,23.48,40000000.0
Argentina,Lisandro Martínez,480762,1998-01-18,28.39,40000000.0
Argentina,Santiago Castro,849520,2004-09-18,21.73,35000000.0
Argentina,Valentín Barco,849410,2004-07-23,21.88,35000000.0
Argentina,Matías Soulé,668951,2003-04-15,23.16,35000000.0
Argentina,Joaquín Panichelli,1064871,2002-10-07,23.68,35000000.0
Argentina,Alan Varela,756990,2001-07-04,24.94,32000000.0
Argentina,Máximo Perrone,668547,2003-01-07,23.43,30000000.0
Argentina,Exequiel Palacios,401578,1998-10-05,27.68,30000000.0
Argentina,Taty Castellanos,522784,1998-10-03,27.69,28000000.0
Argentina,Nico González,486031,1998-04-06,28.18,24000000.0
Argentina,Marcos Senesi,469781,1997-05-10,29.09,22000000.0
Argentina,José Manuel López,844797,2000-12-06,25.51,22000000.0
Argentina,Equi Fernández,664708,2002-07-25,23.88,22000000.0
Argentina,Thiago Almada,576028,2001-04-26,25.13,20000000.0
Argentina,Leonardo Balerdi,575998,1999-01-26,27.37,18000000.0
Argentina,Facundo Medina,474800,1999-05-28,27.04,18000000.0
Argentina,Emiliano Buendía,321247,1996-12-25,29.46,18000000.0
Algeria,Ibrahim Maza,905011,2005-11-24,20.54,40000000.0
Algeria,Rayan Aït-Nouri,578391,2001-06-06,25.01,40000000.0
Algeria,Amine Gouiri,418659,2000-02-16,26.32,28000000.0
Algeria,Mohamed Amoura,746910,2000-05-09,26.09,27000000.0
Algeria,Anis Hadj Moussa,917911,2002-02-11,24.33,20000000.0
Algeria,Farès Chaïbi,855015,2002-11-28,23.53,15000000.0
Algeria,Ilan Kebbal,739769,1998-07-10,27.92,12000000.0
Algeria,Hicham Boudaoui,560593,1999-09-23,26.72,12000000.0
Algeria,Badredine Bouanani,707242,2004-12-08,21.51,12000000.0
Algeria,Adem Zorgane,592403,2000-01-06,26.43,10000000.0
Algeria,Saïd Benrahma,290532,1995-08-10,30.84,9000000.0
Algeria,Ismaël Bennacer,351816,1997-12-01,28.53,9000000.0
Algeria,Jaouen Hadjam,750903,2003-03-26,23.21,8000000.0
Algeria,Houssem Aouar,395693,1998-06-30,27.95,8000000.0
Algeria,Yassine Titraoui,748445,2003-07-26,22.88,7000000.0
Algeria,Himad Abdelli,592979,1999-11-17,26.57,7000000.0
Algeria,Rafik Belghali,864306,2002-06-07,24.01,7000000.0
Algeria,Riyad Mahrez,171424,1991-02-21,35.3,7000000.0
Algeria,Ramy Bensebaini,284732,1995-04-16,31.15,7000000.0
Algeria,Ramiz Zerrouki,416660,1998-05-26,28.04,6000000.0
Algeria,Rafik Guitane,394328,1999-05-26,27.04,5000000.0
Algeria,Nabil Bentaleb,245537,1994-11-24,31.55,5000000.0
Algeria,Youcef Atal,416108,1996-05-17,30.07,4300000.0
Algeria,Adam Ounas,400485,1996-11-11,29.58,4000000.0
Algeria,Mohamed Belloumi,857079,2002-06-01,24.03,4000000.0
Algeria,Amin Chiakha,1017261,2006-03-12,20.25,3000000.0
Austria,Konrad Laimer,223967,1997-05-27,29.04,32000000.0
Austria,Christoph Baumgartner,324278,1999-08-01,26.86,30000000.0
Austria,Samson Baidoo,655217,2004-03-31,22.2,25000000.0
Austria,Nicolas Seiwald,404950,2001-05-04,25.1,22000000.0
Austria,Carney Chukwuemeka,659459,2003-10-20,22.64,20000000.0
Austria,Kevin Danso,263236,1998-09-19,27.73,20000000.0
Austria,Leopold Querfeld,597432,2003-12-20,22.48,18000000.0
Austria,Paul Wanner,900909,2005-12-23,20.47,18000000.0
Austria,Patrick Wimmer,533295,2001-05-30,25.03,15000000.0
Austria,Romano Schmid,346853,2000-01-27,26.37,15000000.0
Austria,Marco Friedl,156990,1998-03-16,28.24,12000000.0
Austria,Philipp Lienhart,225657,1996-07-11,29.92,12000000.0
Austria,Xaver Schlager,223979,1997-09-28,28.7,10000000.0
Austria,David Affengruber,452483,2001-03-19,25.23,9000000.0
Austria,Alexander Prass,434116,2001-05-26,25.04,7000000.0
Austria,Marcel Sabitzer,106987,1994-03-17,32.24,7000000.0
Austria,Raul Florucz,449444,2001-06-10,25.0,6000000.0
Austria,Marco Grüll,391766,1998-07-06,27.93,6000000.0
Austria,Stefan Posch,223974,1997-05-14,29.08,5500000.0
Austria,Dejan Ljubicic,287188,1997-10-08,28.67,5000000.0
Austria,Hannes Wolf,321070,1999-04-16,27.15,5000000.0
Austria,Nikolaus Wurmbrand,803052,2006-01-05,20.43,5000000.0
Austria,Muhammed Cham,422281,2000-09-26,25.71,4000000.0
Austria,Junior Adamu,452477,2001-06-06,25.01,4000000.0
Austria,Felix Bacher,394134,2000-10-25,25.63,4000000.0
Austria,Valentino Lazaro,186368,1996-03-24,30.21,4000000.0
Jordan,Mousa Tamari,551505,1997-06-10,29.0,8000000.0
Jordan,Yazan Al-Arab,539961,1996-01-31,30.36,900000.0
Jordan,Ibrahim Sabra,1142382,2006-02-01,20.36,400000.0
Jordan,Tammer Bany,801989,2003-10-19,22.64,250000.0
Jordan,Ali Azaizeh,1059056,2004-04-13,22.16,200000.0
Portugal,João Neves,670681,2004-09-27,21.7,110000000.0
Portugal,Vitinha,487469,2000-02-13,26.32,110000000.0
Portugal,Nuno Mendes,616341,2002-06-19,23.98,75000000.0
Portugal,Rafael Leão,357164,1999-06-10,27.0,65000000.0
Portugal,Rúben Dias,258004,1997-05-14,29.08,60000000.0
Portugal,Pedro Neto,487465,2000-03-09,26.26,60000000.0
Portugal,Matheus Nunes,601883,1998-08-27,27.79,45000000.0
Portugal,Geovany Quenda,1138758,2007-04-30,19.12,42000000.0
Portugal,Diogo Jota,340950,1996-12-04,29.52,40000000.0
Portugal,Gonçalo Inácio,549006,2001-08-25,24.79,40000000.0
Portugal,Diogo Costa,357153,1999-09-19,26.73,40000000.0
Portugal,Bruno Fernandes,240306,1994-09-08,31.76,40000000.0
Portugal,Rodrigo Mora,957653,2007-05-05,19.1,38000000.0
Portugal,Mateus Fernandes,880245,2004-07-10,21.92,35000000.0
Portugal,Gonçalo Ramos,550550,2001-06-20,24.97,35000000.0
Portugal,Francisco Trincão,412669,1999-12-29,26.45,35000000.0
Portugal,Francisco Conceição,487474,2002-12-14,23.49,30000000.0
Portugal,Diogo Dalot,357147,1999-03-18,27.23,30000000.0
Portugal,António Silva,650568,2003-10-30,22.61,28000000.0
Portugal,Fábio Silva,505653,2002-07-19,23.9,28000000.0
Portugal,Tomás Araújo,504087,2002-05-16,24.07,28000000.0
Portugal,Pedro Gonçalves,426620,1998-06-28,27.95,28000000.0
Portugal,Bernardo Silva,241641,1994-08-10,31.84,27000000.0
Portugal,Rúben Neves,225161,1997-03-13,29.25,25000000.0
Portugal,Renato Veiga,805714,2003-07-29,22.87,25000000.0
Portugal,João Félix,462250,1999-11-10,26.58,25000000.0
DR Congo,Noah Sadiki,727089,2004-12-17,21.48,30000000.0
DR Congo,Yoane Wissa,388165,1996-09-03,29.77,30000000.0
DR Congo,Aaron Wan-Bissaka,477758,1997-11-26,28.54,22000000.0
DR Congo,Ezechiel Banzuzi,865682,2005-02-16,21.31,18000000.0
DR Congo,Ngal'ayel Mukau,1016015,2004-11-03,21.6,12000000.0
DR Congo,Simon Banza,344869,1996-08-13,29.83,11000000.0
DR Congo,Metinho,859396,2003-04-23,23.13,6000000.0
DR Congo,Mario Stroeykens,588866,2004-09-29,21.7,6000000.0
DR Congo,Axel Tuanzebe,342046,1997-11-14,28.57,5000000.0
DR Congo,Matthieu Epolo,680218,2005-01-15,21.4,5000000.0
DR Congo,Michel-Ange Balikwisha,502239,2001-05-10,25.09,4000000.0
DR Congo,Afimico Pululu,410649,1999-03-23,27.22,4000000.0
DR Congo,Théo Bongonda,280701,1995-11-20,30.56,4000000.0
DR Congo,Gédéon Kalulu,395685,1997-08-29,28.78,3500000.0
DR Congo,Samuel Essende,395522,1998-01-23,28.38,3000000.0
DR Congo,Nathan Mbala,1307004,2008-02-19,18.31,3000000.0
DR Congo,Silas,612826,1998-10-06,27.68,3000000.0
DR Congo,Jackson Muleka,549966,1999-10-04,26.69,2500000.0
DR Congo,Merveille Bokadi,368612,1996-05-21,30.06,2500000.0
DR Congo,Joris Kayembe,129586,1994-08-08,31.84,2500000.0
DR Congo,Arthur Masuaku,181380,1993-11-07,32.59,2500000.0
DR Congo,Charles Pickel,243879,1997-05-15,29.07,2500000.0
DR Congo,Grady Diangana,342048,1998-04-19,28.15,2500000.0
DR Congo,Chancel Mbemba,203348,1994-08-08,31.84,2500000.0
DR Congo,Steve Kapuadi,679709,1998-04-30,28.11,2500000.0
DR Congo,Oscar Kabwit,1087164,2005-05-05,21.1,2000000.0
Uzbekistan,Abdukodir Khusanov,763079,2004-02-29,22.28,35000000.0
Uzbekistan,Abbosbek Fayzullaev,754037,2003-10-03,22.69,7000000.0
Uzbekistan,Eldor Shomurodov,358166,1995-06-29,30.95,7000000.0
Uzbekistan,Jaloliddin Masharipov,274536,1993-09-01,32.77,1700000.0
Uzbekistan,Otabek Shukurov,294525,1996-06-22,29.97,1600000.0
Uzbekistan,Khusniddin Alikulov,581429,1999-04-04,27.19,1500000.0
Uzbekistan,Oston Urunov,492556,2000-12-19,25.48,1000000.0
Uzbekistan,Bobur Abdikholikov,431912,1997-04-23,29.13,900000.0
Uzbekistan,Rustam Ashurmatov,288883,1996-07-07,29.93,800000.0
Uzbekistan,Ibrokhimkhalil Yuldoshev,704545,2001-02-14,25.32,800000.0
Uzbekistan,Dostonbek Khamdamov,294502,1996-07-24,29.88,750000.0
Uzbekistan,Azizbek Turgunboev,493593,1994-10-01,31.69,700000.0
Uzbekistan,Alisher Odilov,630017,2001-07-15,24.91,700000.0
Uzbekistan,Khozhimat Erkinov,630015,2001-05-29,25.03,600000.0
Uzbekistan,Umarali Rakhmonaliev,837432,2003-08-18,22.81,600000.0
Uzbekistan,Mukhammadali Urinboev,763090,2005-04-24,21.13,450000.0
Uzbekistan,Ruslanbek Jiyanov,754040,2001-06-05,25.02,400000.0
Colombia,Luis Díaz,480692,1997-01-13,29.41,70000000.0
Colombia,Luis Suárez,424784,1997-12-02,28.52,28000000.0
Colombia,Daniel Muñoz,493003,1996-05-26,30.04,27000000.0
Colombia,Jhon Durán,649317,2003-12-13,22.49,25000000.0
Colombia,Jhon Lucumí,413565,1998-06-26,27.96,25000000.0
Colombia,Richard Ríos,735573,2000-06-02,26.02,22000000.0
Colombia,Cucho Hernández,459463,1999-04-20,27.14,18000000.0
Colombia,Davinson Sánchez,341429,1996-06-12,30.0,18000000.0
Colombia,Jhon Arias,588989,1997-09-21,28.72,15000000.0
Colombia,Yáser Asprilla,857818,2003-11-19,22.56,14000000.0
Colombia,Yerson Mosquera,716276,2001-05-02,25.11,12000000.0
Colombia,Luis Sinisterra,512385,1999-06-17,26.98,11000000.0
Colombia,Jorge Carrascal,354145,1998-05-25,28.05,11000000.0
Colombia,Jhon Córdoba,185245,1993-05-11,33.08,10000000.0
Colombia,Juan Cabal,686965,2001-01-08,25.42,9000000.0
Colombia,Nelson Deossa,907559,2000-02-06,26.34,9000000.0
Colombia,Mateo Cassierra,362667,1997-04-13,29.16,9000000.0
Colombia,Jefferson Lerma,262980,1994-10-25,31.63,8000000.0
Colombia,Andrés Gómez,957461,2002-09-12,23.75,8000000.0
Colombia,Wilmar Barrios,257668,1993-10-16,32.65,7000000.0
Colombia,Carlos Cuesta,474589,1999-03-09,27.26,7000000.0
Colombia,Kevin Mier,491542,2000-05-18,26.06,6500000.0
Colombia,Kevin Castaño,857948,2000-09-29,25.7,6500000.0
Colombia,Sebastián Villa,493000,1996-05-19,30.06,6000000.0
Colombia,Jhohan Romaña,741963,1998-09-13,27.74,6000000.0
Colombia,Jáminton Campaz,491553,2000-05-24,26.05,5500000.0
England,Jude Bellingham,581678,2003-06-29,22.95,140000000.0
England,Declan Rice,357662,1999-01-14,27.41,120000000.0
England,Bukayo Saka,433177,2001-09-05,24.76,120000000.0
England,Cole Palmer,568177,2002-05-06,24.1,110000000.0
England,Phil Foden,406635,2000-05-28,26.04,80000000.0
England,Morgan Rogers,503743,2002-07-26,23.88,80000000.0
England,Trent Alexander-Arnold,314353,1998-10-07,27.68,65000000.0
England,Marc Guéhi,392757,2000-07-13,25.91,65000000.0
England,Harry Kane,132098,1993-07-28,32.87,65000000.0
England,Adam Wharton,744149,2004-02-06,22.34,60000000.0
England,Eberechi Eze,479999,1998-06-29,27.95,60000000.0
England,Anthony Gordon,503733,2001-02-24,25.29,60000000.0
England,Morgan Gibbs-White,429014,2000-01-27,26.37,60000000.0
England,Elliot Anderson,567576,2002-11-06,23.59,60000000.0
England,Reece James,472423,1999-12-08,26.51,60000000.0
England,Mason Greenwood,532826,2001-10-01,24.69,55000000.0
England,Levi Colwill,614258,2003-02-26,23.29,50000000.0
England,Noni Madueke,503987,2002-03-10,24.25,50000000.0
England,Kobbie Mainoo,820374,2005-04-19,21.14,50000000.0
England,Nico O'Reilly,743413,2005-03-21,21.22,50000000.0
England,Jarell Quansah,632349,2003-01-29,23.36,45000000.0
England,Jarrad Branthwaite,661053,2002-06-27,23.96,45000000.0
England,Ethan Nwaneri,890719,2007-03-21,19.23,40000000.0
England,Alex Scott,855256,2003-08-21,22.81,40000000.0
England,Tino Livramento,503981,2002-11-12,23.58,40000000.0
England,Marcus Rashford,258923,1997-10-31,28.61,40000000.0
Croatia,Josko Gvardiol,475959,2002-01-23,24.38,70000000.0
Croatia,Luka Vuskovic,892160,2007-02-24,19.29,60000000.0
Croatia,Josip Stanisic,483046,2000-04-02,26.19,35000000.0
Croatia,Petar Sučić,668207,2003-10-25,22.63,30000000.0
Croatia,Martin Baturina,580451,2003-02-16,23.32,24000000.0
Croatia,Franjo Ivanović,548028,2003-10-01,22.69,18000000.0
Croatia,Josip Sutalo,371001,2000-02-28,26.28,15000000.0
Croatia,Mateo Kovacic,51471,1994-05-06,32.1,12000000.0
Croatia,Luka Sucic,502722,2002-09-08,23.76,10000000.0
Croatia,Lovro Majer,387106,1998-01-17,28.4,10000000.0
Croatia,Igor Matanovic,605268,2003-03-31,23.2,10000000.0
Croatia,Toni Fruk,432758,2001-03-09,25.26,9000000.0
Croatia,Marcelo Brozović,156617,1992-11-16,33.57,9000000.0
Croatia,Nikola Vlašić,293200,1997-10-04,28.68,9000000.0
Croatia,Marin Pongracic,282144,1997-09-11,28.75,7500000.0
Croatia,Matija Frigan,840149,2003-02-11,23.33,7500000.0
Croatia,Mario Pašalić,205938,1995-02-09,31.33,7000000.0
Croatia,Petar Musa,387110,1998-03-04,28.27,7000000.0
Croatia,Nikola Moro,316934,1998-03-12,28.25,6500000.0
Croatia,Marco Pašalić,395928,2000-09-14,25.74,6500000.0
Croatia,Kristijan Jakic,374954,1997-05-14,29.08,6000000.0
Croatia,Dominik Kotarski,370997,2000-02-10,26.33,6000000.0
Croatia,Adriano Jagusic,1024285,2005-09-06,20.76,5000000.0
Croatia,Dominik Prpić,921533,2004-05-19,22.06,5000000.0
Croatia,Luka Modrić,27992,1985-09-09,40.75,4000000.0
Croatia,Branimir Mlacic,1300966,2007-03-12,19.25,4000000.0
Ghana,Antoine Semenyo,583255,2000-01-07,26.43,75000000.0
Ghana,Mohammed Kudus,543499,2000-08-02,25.86,55000000.0
Ghana,Abdul Fatawu,864121,2004-03-08,22.26,20000000.0
Ghana,Kamaldeen Sulemana,746695,2002-02-15,24.32,18000000.0
Ghana,Ibrahim Osman,1110406,2004-11-29,21.53,12000000.0
Ghana,Ernest Nuamah,955070,2003-11-01,22.61,12000000.0
Ghana,Christopher Bonsu Baah,1119447,2004-12-14,21.49,12000000.0
Ghana,Iñaki Williams,255508,1994-06-15,31.99,10000000.0
Ghana,Mohammed Salisu,563963,1999-04-17,27.15,10000000.0
Ghana,Kojo Peprah Oppong,1113451,2004-06-04,22.02,10000000.0
Ghana,Edmund Baidoo,1236853,2006-01-30,20.36,8000000.0
Ghana,Jonas Adjetey,734676,2003-12-13,22.49,7000000.0
Ghana,Ibrahim Sulemana,982267,2003-05-22,23.06,6000000.0
Ghana,Joseph Paintsil,534435,1998-02-01,28.36,6000000.0
Ghana,Alidu Seidu,798404,2000-06-04,26.02,6000000.0
Ghana,Caleb Yirenkyi,1240763,2006-01-15,20.4,6000000.0
Ghana,Tariq Lamptey,504148,2000-09-30,25.69,5000000.0
Ghana,Daniel Amartey,214056,1994-12-21,31.47,5000000.0
Ghana,Jerome Opoku,408563,1998-10-14,27.66,5000000.0
Ghana,Prince Amoako Junior,1380311,2007-02-19,19.31,5000000.0
Ghana,Salis Abdul Samed,688707,2000-03-26,26.21,4500000.0
Ghana,Felix Afena-Gyan,872380,2003-01-19,23.39,4200000.0
Ghana,Alexander Djiku,250844,1994-08-09,31.84,4000000.0
Ghana,Alfred Duncan,184894,1993-03-10,33.25,4000000.0
Ghana,Abdul Mumin,451801,1998-06-06,28.01,4000000.0
Ghana,Derrick Köhn,391780,1999-02-04,27.35,4000000.0
Panama,Amir Murillo,354482,1996-02-11,30.33,8000000.0
Panama,Adalberto Carrasquilla,375300,1998-11-28,27.53,4000000.0
Panama,Eduardo Guerrero,502842,2000-02-21,26.3,3000000.0
Panama,José Luis Rodríguez,425028,1998-06-19,27.98,2500000.0
Panama,Andrés Andrade,403808,1998-10-16,27.65,2000000.0
Panama,Ismael Díaz,243298,1997-05-12,29.08,1800000.0
Panama,Omar Valencia,1002223,2004-06-08,22.01,1200000.0
Panama,Kadir Barría,1464878,2007-07-18,18.9,1000000.0
Panama,Edgardo Fariña,923177,2001-10-19,24.64,1000000.0
Panama,Yoel Bárcenas,283473,1993-10-23,32.63,700000.0
Panama,Orlando Mosquera,402979,1994-12-25,31.46,650000.0
Panama,Carlos Harvey,628806,2000-02-03,26.35,600000.0
Panama,Joseph Jones,1053568,2005-07-30,20.87,600000.0
Panama,Eduardo Anderson,742858,2001-01-31,25.36,350000.0
Panama,Alfredo Stephens,189539,1994-12-25,31.46,300000.0
Panama,Giovany Herbert,1101761,2005-03-12,21.25,300000.0
Panama,Rafael Mosquera,892175,2005-05-24,21.05,250000.0
Panama,Reynaldiño Verley,942475,2002-09-19,23.73,200000.0
Panama,Aníbal Godoy,161671,1990-02-10,36.33,100000.0
Panama,Didier Dawson,892174,2005-10-10,20.67,100000.0
Panama,José Bernal,954515,2002-08-20,23.81,100000.0
Panama,Anel Ryce,1105073,2006-07-06,19.93,100000.0
Panama,JD Gunn,1232953,2000-01-21,26.39,75000.0
